Record Date,Type of Account,Closing Balance Today,Opening Balance Today,Opening Balance This Month,Opening Balance This Fiscal Year,Table Number,Table Name,Sub Table Name,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
01-08-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,4,2019,3,8,1
31-07-2019,Federal Reserve Account,176662,161081,263709,384713,I,Operating Cash Balance,Type of account,1,2019,4,2019,3,7,31
31-07-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,4,2019,3,7,31
31-07-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,4,2019,3,7,31
30-07-2019,Federal Reserve Account,161081,170082,263709,384713,I,Operating Cash Balance,Type of account,1,2019,4,2019,3,7,30
30-07-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,4,2019,3,7,30
30-07-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,4,2019,3,7,30
29-07-2019,Federal Reserve Account,170082,159064,263709,384713,I,Operating Cash Balance,Type of account,1,2019,4,2019,3,7,29
29-07-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,4,2019,3,7,29
29-07-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,4,2019,3,7,29
26-07-2019,Federal Reserve Account,159064,161323,263709,384713,I,Operating Cash Balance,Type of account,1,2019,4,2019,3,7,26
26-07-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,4,2019,3,7,26
26-07-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,4,2019,3,7,26
25-07-2019,Federal Reserve Account,161323,178227,263709,384713,I,Operating Cash Balance,Type of account,1,2019,4,2019,3,7,25
25-07-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,4,2019,3,7,25
25-07-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,4,2019,3,7,25
24-07-2019,Federal Reserve Account,178227,194645,263709,384713,I,Operating Cash Balance,Type of account,1,2019,4,2019,3,7,24
24-07-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,4,2019,3,7,24
24-07-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,4,2019,3,7,24
23-07-2019,Federal Reserve Account,194645,200842,263709,384713,I,Operating Cash Balance,Type of account,1,2019,4,2019,3,7,23
23-07-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,4,2019,3,7,23
23-07-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,4,2019,3,7,23
22-07-2019,Federal Reserve Account,200842,195443,263709,384713,I,Operating Cash Balance,Type of account,1,2019,4,2019,3,7,22
22-07-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,4,2019,3,7,22
22-07-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,4,2019,3,7,22
19-07-2019,Federal Reserve Account,195443,193492,263709,384713,I,Operating Cash Balance,Type of account,1,2019,4,2019,3,7,19
19-07-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,4,2019,3,7,19
19-07-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,4,2019,3,7,19
18-07-2019,Federal Reserve Account,193492,206203,263709,384713,I,Operating Cash Balance,Type of account,1,2019,4,2019,3,7,18
18-07-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,4,2019,3,7,18
18-07-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,4,2019,3,7,18
17-07-2019,Federal Reserve Account,206203,221578,263709,384713,I,Operating Cash Balance,Type of account,1,2019,4,2019,3,7,17
17-07-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,4,2019,3,7,17
17-07-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,4,2019,3,7,17
16-07-2019,Federal Reserve Account,221578,223382,263709,384713,I,Operating Cash Balance,Type of account,1,2019,4,2019,3,7,16
16-07-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,4,2019,3,7,16
16-07-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,4,2019,3,7,16
15-07-2019,Federal Reserve Account,223382,181379,263709,384713,I,Operating Cash Balance,Type of account,1,2019,4,2019,3,7,15
15-07-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,4,2019,3,7,15
15-07-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,4,2019,3,7,15
12-07-2019,Federal Reserve Account,181379,183735,263709,384713,I,Operating Cash Balance,Type of account,1,2019,4,2019,3,7,12
12-07-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,4,2019,3,7,12
12-07-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,4,2019,3,7,12
11-07-2019,Federal Reserve Account,183735,195226,263709,384713,I,Operating Cash Balance,Type of account,1,2019,4,2019,3,7,11
11-07-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,4,2019,3,7,11
11-07-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,4,2019,3,7,11
10-07-2019,Federal Reserve Account,195226,210858,263709,384713,I,Operating Cash Balance,Type of account,1,2019,4,2019,3,7,10
10-07-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,4,2019,3,7,10
10-07-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,4,2019,3,7,10
09-07-2019,Federal Reserve Account,210858,219246,263709,384713,I,Operating Cash Balance,Type of account,1,2019,4,2019,3,7,9
09-07-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,4,2019,3,7,9
09-07-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,4,2019,3,7,9
08-07-2019,Federal Reserve Account,219246,210522,263709,384713,I,Operating Cash Balance,Type of account,1,2019,4,2019,3,7,8
08-07-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,4,2019,3,7,8
08-07-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,4,2019,3,7,8
05-07-2019,Federal Reserve Account,210522,220911,263709,384713,I,Operating Cash Balance,Type of account,1,2019,4,2019,3,7,5
05-07-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,4,2019,3,7,5
05-07-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,4,2019,3,7,5
03-07-2019,Federal Reserve Account,220911,239653,263709,384713,I,Operating Cash Balance,Type of account,1,2019,4,2019,3,7,3
03-07-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,4,2019,3,7,3
03-07-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,4,2019,3,7,3
02-07-2019,Federal Reserve Account,239653,242627,263709,384713,I,Operating Cash Balance,Type of account,1,2019,4,2019,3,7,2
02-07-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,4,2019,3,7,2
02-07-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,4,2019,3,7,2
01-07-2019,Federal Reserve Account,242627,263709,263709,384713,I,Operating Cash Balance,Type of account,1,2019,4,2019,3,7,1
01-07-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,4,2019,3,7,1
01-07-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,4,2019,3,7,1
28-06-2019,Federal Reserve Account,263709,222822,232874,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,6,28
28-06-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,6,28
28-06-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,6,28
27-06-2019,Federal Reserve Account,222822,240909,232874,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,6,27
27-06-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,6,27
27-06-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,6,27
26-06-2019,Federal Reserve Account,240909,255080,232874,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,6,26
26-06-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,6,26
26-06-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,6,26
25-06-2019,Federal Reserve Account,255080,263915,232874,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,6,25
25-06-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,6,25
25-06-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,6,25
24-06-2019,Federal Reserve Account,263915,246052,232874,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,6,24
24-06-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,6,24
24-06-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,6,24
21-06-2019,Federal Reserve Account,246052,240054,232874,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,6,21
21-06-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,6,21
21-06-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,6,21
20-06-2019,Federal Reserve Account,240054,258641,232874,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,6,20
20-06-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,6,20
20-06-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,6,20
19-06-2019,Federal Reserve Account,258641,263642,232874,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,6,19
19-06-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,6,19
19-06-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,6,19
18-06-2019,Federal Reserve Account,263642,265790,232874,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,6,18
18-06-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,6,18
18-06-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,6,18
17-06-2019,Federal Reserve Account,265790,153849,232874,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,6,17
17-06-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,6,17
17-06-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,6,17
14-06-2019,Federal Reserve Account,153849,139168,232874,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,6,14
14-06-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,6,14
14-06-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,6,14
13-06-2019,Federal Reserve Account,139168,173062,232874,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,6,13
13-06-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,6,13
13-06-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,6,13
12-06-2019,Federal Reserve Account,173062,183097,232874,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,6,12
12-06-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,6,12
12-06-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,6,12
11-06-2019,Federal Reserve Account,183097,199119,232874,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,6,11
11-06-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,6,11
11-06-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,6,11
10-06-2019,Federal Reserve Account,199119,189662,232874,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,6,10
10-06-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,6,10
10-06-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,6,10
07-06-2019,Federal Reserve Account,189662,188654,232874,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,6,7
07-06-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,6,7
07-06-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,6,7
06-06-2019,Federal Reserve Account,188654,207647,232874,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,6,6
06-06-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,6,6
06-06-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,6,6
05-06-2019,Federal Reserve Account,207647,204066,232874,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,6,5
05-06-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,6,5
05-06-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,6,5
04-06-2019,Federal Reserve Account,204066,221319,232874,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,6,4
04-06-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,6,4
04-06-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,6,4
03-06-2019,Federal Reserve Account,221319,232874,232874,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,6,3
03-06-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,6,3
03-06-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,6,3
31-05-2019,Federal Reserve Account,232874,233808,422586,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,5,31
31-05-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,5,31
31-05-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,5,31
30-05-2019,Federal Reserve Account,233808,249011,422586,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,5,30
30-05-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,5,30
30-05-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,5,30
29-05-2019,Federal Reserve Account,249011,250731,422586,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,5,29
29-05-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,5,29
29-05-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,5,29
28-05-2019,Federal Reserve Account,250731,246420,422586,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,5,28
28-05-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,5,28
28-05-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,5,28
24-05-2019,Federal Reserve Account,246420,249017,422586,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,5,24
24-05-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,5,24
24-05-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,5,24
23-05-2019,Federal Reserve Account,249017,264581,422586,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,5,23
23-05-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,5,23
23-05-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,5,23
22-05-2019,Federal Reserve Account,264581,281013,422586,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,5,22
22-05-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,5,22
22-05-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,5,22
21-05-2019,Federal Reserve Account,281013,291346,422586,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,5,21
21-05-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,5,21
21-05-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,5,21
20-05-2019,Federal Reserve Account,291346,285010,422586,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,5,20
20-05-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,5,20
20-05-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,5,20
17-05-2019,Federal Reserve Account,285010,288080,422586,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,5,17
17-05-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,5,17
17-05-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,5,17
16-05-2019,Federal Reserve Account,288080,294969,422586,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,5,16
16-05-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,5,16
16-05-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,5,16
15-05-2019,Federal Reserve Account,294969,330430,422586,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,5,15
15-05-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,5,15
15-05-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,5,15
14-05-2019,Federal Reserve Account,330430,333924,422586,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,5,14
14-05-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,5,14
14-05-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,5,14
13-05-2019,Federal Reserve Account,333924,326819,422586,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,5,13
13-05-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,5,13
13-05-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,5,13
10-05-2019,Federal Reserve Account,326819,326721,422586,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,5,10
10-05-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,5,10
10-05-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,5,10
09-05-2019,Federal Reserve Account,326721,344461,422586,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,5,9
09-05-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,5,9
09-05-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,5,9
08-05-2019,Federal Reserve Account,344461,361375,422586,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,5,8
08-05-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,5,8
08-05-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,5,8
07-05-2019,Federal Reserve Account,361375,348084,422586,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,5,7
07-05-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,5,7
07-05-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,5,7
06-05-2019,Federal Reserve Account,348084,340557,422586,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,5,6
06-05-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,5,6
06-05-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,5,6
03-05-2019,Federal Reserve Account,340557,362909,422586,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,5,3
03-05-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,5,3
03-05-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,5,3
02-05-2019,Federal Reserve Account,362909,368764,422586,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,5,2
02-05-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,5,2
02-05-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,5,2
01-05-2019,Federal Reserve Account,368764,422586,422586,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,5,1
01-05-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,5,1
01-05-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,5,1
30-04-2019,Federal Reserve Account,422586,414335,334012,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,4,30
30-04-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,4,30
30-04-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,4,30
29-04-2019,Federal Reserve Account,414335,401162,334012,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,4,29
29-04-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,4,29
29-04-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,4,29
26-04-2019,Federal Reserve Account,401162,394315,334012,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,4,26
26-04-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,4,26
26-04-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,4,26
25-04-2019,Federal Reserve Account,394315,398916,334012,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,4,25
25-04-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,4,25
25-04-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,4,25
24-04-2019,Federal Reserve Account,398916,416992,334012,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,4,24
24-04-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,4,24
24-04-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,4,24
23-04-2019,Federal Reserve Account,416992,388844,334012,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,4,23
23-04-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,4,23
23-04-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,4,23
22-04-2019,Federal Reserve Account,388844,364539,334012,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,4,22
22-04-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,4,22
22-04-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,4,22
19-04-2019,Federal Reserve Account,364539,351845,334012,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,4,19
19-04-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,4,19
19-04-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,4,19
18-04-2019,Federal Reserve Account,351845,369365,334012,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,4,18
18-04-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,4,18
18-04-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,4,18
17-04-2019,Federal Reserve Account,369365,356274,334012,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,4,17
17-04-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,4,17
