Record Date,Type of Account,Closing Balance Today,Opening Balance Today,Opening Balance This Month,Opening Balance This Fiscal Year,Table Number,Table Name,Sub Table Name,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
18-01-2018,Federal Reserve Account,261919,256720,228933,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,1,18
18-01-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,1,18
18-01-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,1,18
17-01-2018,Federal Reserve Account,256720,259084,228933,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,1,17
17-01-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,1,17
17-01-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,1,17
16-01-2018,Federal Reserve Account,259084,215476,228933,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,1,16
16-01-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,1,16
16-01-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,1,16
12-01-2018,Federal Reserve Account,215476,215951,228933,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,1,12
12-01-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,1,12
12-01-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,1,12
11-01-2018,Federal Reserve Account,215951,198573,228933,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,1,11
11-01-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,1,11
11-01-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,1,11
10-01-2018,Federal Reserve Account,198573,209981,228933,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,1,10
10-01-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,1,10
10-01-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,1,10
09-01-2018,Federal Reserve Account,209981,214096,228933,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,1,9
09-01-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,1,9
09-01-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,1,9
08-01-2018,Federal Reserve Account,214096,205500,228933,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,1,8
08-01-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,1,8
08-01-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,1,8
05-01-2018,Federal Reserve Account,205500,204358,228933,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,1,5
05-01-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,1,5
05-01-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,1,5
04-01-2018,Federal Reserve Account,204358,169957,228933,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,1,4
04-01-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,1,4
04-01-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,1,4
03-01-2018,Federal Reserve Account,169957,190038,228933,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,1,3
03-01-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,1,3
03-01-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,1,3
02-01-2018,Federal Reserve Account,190038,228933,228933,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,1,2
02-01-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,1,2
02-01-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,1,2
29-12-2017,Federal Reserve Account,228933,205236,183157,159322,I,Operating Cash Balance,Type of account,1,2018,1,2017,4,12,29
29-12-2017,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,1,2017,4,12,29
29-12-2017,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,1,2017,4,12,29
28-12-2017,Federal Reserve Account,205236,186486,183157,159322,I,Operating Cash Balance,Type of account,1,2018,1,2017,4,12,28
28-12-2017,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,1,2017,4,12,28
28-12-2017,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,1,2017,4,12,28
27-12-2017,Federal Reserve Account,186486,202567,183157,159322,I,Operating Cash Balance,Type of account,1,2018,1,2017,4,12,27
27-12-2017,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,1,2017,4,12,27
27-12-2017,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,1,2017,4,12,27
26-12-2017,Federal Reserve Account,202567,189767,183157,159322,I,Operating Cash Balance,Type of account,1,2018,1,2017,4,12,26
26-12-2017,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,1,2017,4,12,26
26-12-2017,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,1,2017,4,12,26
22-12-2017,Federal Reserve Account,189767,183859,183157,159322,I,Operating Cash Balance,Type of account,1,2018,1,2017,4,12,22
22-12-2017,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,1,2017,4,12,22
22-12-2017,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,1,2017,4,12,22
21-12-2017,Federal Reserve Account,183859,170817,183157,159322,I,Operating Cash Balance,Type of account,1,2018,1,2017,4,12,21
21-12-2017,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,1,2017,4,12,21
21-12-2017,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,1,2017,4,12,21
20-12-2017,Federal Reserve Account,170817,177911,183157,159322,I,Operating Cash Balance,Type of account,1,2018,1,2017,4,12,20
20-12-2017,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,1,2017,4,12,20
20-12-2017,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,1,2017,4,12,20
19-12-2017,Federal Reserve Account,177911,180621,183157,159322,I,Operating Cash Balance,Type of account,1,2018,1,2017,4,12,19
19-12-2017,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,1,2017,4,12,19
19-12-2017,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,1,2017,4,12,19
18-12-2017,Federal Reserve Account,180621,159494,183157,159322,I,Operating Cash Balance,Type of account,1,2018,1,2017,4,12,18
18-12-2017,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,1,2017,4,12,18
18-12-2017,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,1,2017,4,12,18
15-12-2017,Federal Reserve Account,159494,81451,183157,159322,I,Operating Cash Balance,Type of account,1,2018,1,2017,4,12,15
15-12-2017,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,1,2017,4,12,15
15-12-2017,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,1,2017,4,12,15
14-12-2017,Federal Reserve Account,81451,64734,183157,159322,I,Operating Cash Balance,Type of account,1,2018,1,2017,4,12,14
14-12-2017,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,1,2017,4,12,14
14-12-2017,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,1,2017,4,12,14
13-12-2017,Federal Reserve Account,64734,74174,183157,159322,I,Operating Cash Balance,Type of account,1,2018,1,2017,4,12,13
13-12-2017,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,1,2017,4,12,13
13-12-2017,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,1,2017,4,12,13
12-12-2017,Federal Reserve Account,74174,79049,183157,159322,I,Operating Cash Balance,Type of account,1,2018,1,2017,4,12,12
12-12-2017,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,1,2017,4,12,12
12-12-2017,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,1,2017,4,12,12
11-12-2017,Federal Reserve Account,79049,69098,183157,159322,I,Operating Cash Balance,Type of account,1,2018,1,2017,4,12,11
11-12-2017,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,1,2017,4,12,11
11-12-2017,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,1,2017,4,12,11
08-12-2017,Federal Reserve Account,69098,108208,183157,159322,I,Operating Cash Balance,Type of account,1,2018,1,2017,4,12,8
08-12-2017,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,1,2017,4,12,8
08-12-2017,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,1,2017,4,12,8
07-12-2017,Federal Reserve Account,108208,122127,183157,159322,I,Operating Cash Balance,Type of account,1,2018,1,2017,4,12,7
07-12-2017,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,1,2017,4,12,7
07-12-2017,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,1,2017,4,12,7
06-12-2017,Federal Reserve Account,122127,115894,183157,159322,I,Operating Cash Balance,Type of account,1,2018,1,2017,4,12,6
06-12-2017,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,1,2017,4,12,6
06-12-2017,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,1,2017,4,12,6
05-12-2017,Federal Reserve Account,115894,124441,183157,159322,I,Operating Cash Balance,Type of account,1,2018,1,2017,4,12,5
05-12-2017,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,1,2017,4,12,5
05-12-2017,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,1,2017,4,12,5
04-12-2017,Federal Reserve Account,124441,115828,183157,159322,I,Operating Cash Balance,Type of account,1,2018,1,2017,4,12,4
04-12-2017,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,1,2017,4,12,4
04-12-2017,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,1,2017,4,12,4
01-12-2017,Federal Reserve Account,115828,183157,183157,159322,I,Operating Cash Balance,Type of account,1,2018,1,2017,4,12,1
01-12-2017,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,1,2017,4,12,1
01-12-2017,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,1,2017,4,12,1
30-11-2017,Federal Reserve Account,183157,178685,176855,159322,I,Operating Cash Balance,Type of account,1,2018,1,2017,4,11,30
30-11-2017,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,1,2017,4,11,30
30-11-2017,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,1,2017,4,11,30
29-11-2017,Federal Reserve Account,178685,174602,176855,159322,I,Operating Cash Balance,Type of account,1,2018,1,2017,4,11,29
29-11-2017,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,1,2017,4,11,29
29-11-2017,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,1,2017,4,11,29
28-11-2017,Federal Reserve Account,174602,179974,176855,159322,I,Operating Cash Balance,Type of account,1,2018,1,2017,4,11,28
28-11-2017,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,1,2017,4,11,28
28-11-2017,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,1,2017,4,11,28
27-11-2017,Federal Reserve Account,179974,173644,176855,159322,I,Operating Cash Balance,Type of account,1,2018,1,2017,4,11,27
27-11-2017,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,1,2017,4,11,27
27-11-2017,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,1,2017,4,11,27
24-11-2017,Federal Reserve Account,173644,151783,176855,159322,I,Operating Cash Balance,Type of account,1,2018,1,2017,4,11,24
24-11-2017,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,1,2017,4,11,24
24-11-2017,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,1,2017,4,11,24
22-11-2017,Federal Reserve Account,151783,162665,176855,159322,I,Operating Cash Balance,Type of account,1,2018,1,2017,4,11,22
22-11-2017,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,1,2017,4,11,22
22-11-2017,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,1,2017,4,11,22
21-11-2017,Federal Reserve Account,162665,171401,176855,159322,I,Operating Cash Balance,Type of account,1,2018,1,2017,4,11,21
21-11-2017,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,1,2017,4,11,21
21-11-2017,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,1,2017,4,11,21
20-11-2017,Federal Reserve Account,171401,164392,176855,159322,I,Operating Cash Balance,Type of account,1,2018,1,2017,4,11,20
20-11-2017,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,1,2017,4,11,20
20-11-2017,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,1,2017,4,11,20
17-11-2017,Federal Reserve Account,164392,166027,176855,159322,I,Operating Cash Balance,Type of account,1,2018,1,2017,4,11,17
17-11-2017,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,1,2017,4,11,17
17-11-2017,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,1,2017,4,11,17
16-11-2017,Federal Reserve Account,166027,148165,176855,159322,I,Operating Cash Balance,Type of account,1,2018,1,2017,4,11,16
16-11-2017,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,1,2017,4,11,16
16-11-2017,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,1,2017,4,11,16
15-11-2017,Federal Reserve Account,148165,180272,176855,159322,I,Operating Cash Balance,Type of account,1,2018,1,2017,4,11,15
15-11-2017,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,1,2017,4,11,15
15-11-2017,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,1,2017,4,11,15
14-11-2017,Federal Reserve Account,180272,186715,176855,159322,I,Operating Cash Balance,Type of account,1,2018,1,2017,4,11,14
14-11-2017,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,1,2017,4,11,14
14-11-2017,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,1,2017,4,11,14
13-11-2017,Federal Reserve Account,186715,177386,176855,159322,I,Operating Cash Balance,Type of account,1,2018,1,2017,4,11,13
13-11-2017,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,1,2017,4,11,13
13-11-2017,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,1,2017,4,11,13
10-11-2017,Federal Reserve Account,177386,175105,176855,159322,I,Operating Cash Balance,Type of account,1,2018,1,2017,4,11,10
10-11-2017,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,1,2017,4,11,10
10-11-2017,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,1,2017,4,11,10
09-11-2017,Federal Reserve Account,175105,160437,176855,159322,I,Operating Cash Balance,Type of account,1,2018,1,2017,4,11,9
09-11-2017,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,1,2017,4,11,9
09-11-2017,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,1,2017,4,11,9
08-11-2017,Federal Reserve Account,160437,174857,176855,159322,I,Operating Cash Balance,Type of account,1,2018,1,2017,4,11,8
08-11-2017,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,1,2017,4,11,8
08-11-2017,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,1,2017,4,11,8
07-11-2017,Federal Reserve Account,174857,181752,176855,159322,I,Operating Cash Balance,Type of account,1,2018,1,2017,4,11,7
